"status_id","created_at","user_id","screen_name","text","source","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x969695377023627264","2018-03-02 22:06:08","x1134292500","RepBetoORourke","Town Hall https://t.co/zaoVpUUAoM","Periscope","","","",FALSE,FALSE,190,55,"",NA,"pscp.tv/w/bWnCUDk2OTQ4…","https://t.co/zaoVpUUAoM","https://www.pscp.tv/w/bWnCUDk2OTQ4NXwxTHl4QnJtYXp2T3hOsqUPnuuXgRnhtHgtzdOSzSYXDcRJFjeb0tFldk3rOIM=","","","","","","","",NA,"","","en","","","","","","","","","","",NA,NA,""
"x969604119383064577","2018-03-02 16:03:31","x1134292500","RepBetoORourke","Town Hall https://t.co/eRJg1DRADU","Periscope","","","",FALSE,FALSE,168,62,"",NA,"pscp.tv/w/bWltUzk2OTQ4…","https://t.co/eRJg1DRADU","https://www.pscp.tv/w/bWltUzk2OTQ4NXwxWmtLelZna2VSd0t2gpiHhkKS3yEguT1G8ByFUgFxx3bqu_38QcbLIKith8k=","","","","","","","",NA,"","","en","","","","","","","","","","",NA,NA,""
"x969599215407071233","2018-03-02 15:44:01","x1134292500","RepBetoORourke","Heading over to El Paso High School now for our general town hall at 9am. Veteran town hall will get started at 3pm. Looking forward to hearing your questions and ideas!","Twitter for iPhone","","","",FALSE,FALSE,250,30,"",NA,"","","","","","","","","","",NA,"","","en","","","","","","","","","","",NA,NA,""
"x969340734145998850","2018-03-01 22:36:55","x1134292500","RepBetoORourke","Hope to see you at tomorrow's town halls! https://t.co/u9d5I8ThDP","Twitter for iPhone","","","",FALSE,FALSE,88,24,"",NA,"","","","http://pbs.twimg.com/media/DXPKQiAXUAABPlu.jpg","https://t.co/u9d5I8ThDP","https://twitter.com/RepBetoORourke/status/969340734145998850/photo/1","photo","http://pbs.twimg.com/media/DXPKQiAXUAABPlu.jpg","https://t.co/u9d5I8ThDP","https://twitter.com/RepBetoORourke/status/969340734145998850/photo/1",NA,"","","en","","","","","","","","","","",NA,NA,""
"x969221948134871041","2018-03-01 14:44:54","x1134292500","RepBetoORourke","Earlier this week, I spoke with CENTCOM Commander General Joseph Votel about the legal justification for our military involvement in Syria. Yesterday, I joined 100+ bipartisan colleagues calling on Speaker Ryan to allow a serious debate and vote on a new AUMF in Syria.","Twitter for iPhone","","","",FALSE,FALSE,134,37,"",NA,"","","","","","","","","","",NA,"","","en","","","","","","","","","","",NA,NA,""
"x968910197547847680","2018-02-28 18:06:07","x1134292500","RepBetoORourke","Friday. El Paso High School. Two town halls. Eager to hear what's on your mind and answer any questions you have. Hope to see you there. https://t.co/zc4p1f07no","Twitter for iPhone","","","",FALSE,FALSE,134,35,"",NA,"","","","http://pbs.twimg.com/media/DXJCr5XXUAA0jyR.jpg","https://t.co/zc4p1f07no","https://twitter.com/RepBetoORourke/status/968910197547847680/photo/1","photo","http://pbs.twimg.com/media/DXJCr5XXUAA0jyR.jpg","https://t.co/zc4p1f07no","https://twitter.com/RepBetoORourke/status/968910197547847680/photo/1",NA,"","","en","","","","","","","","","","",NA,NA,""
"x968620441085644800","2018-02-27 22:54:43","x1134292500","RepBetoORourke","Great having a chance to talk with @Baylor President Dr. @LindaLlivings at the Capitol this afternoon! https://t.co/lodMogu86d","Twitter for iPhone","","","",FALSE,FALSE,158,29,"",NA,"","","","http://pbs.twimg.com/media/DXE7J1PVMAIaBBn.jpg","https://t.co/lodMogu86d","https://twitter.com/RepBetoORourke/status/968620441085644800/photo/1","photo","http://pbs.twimg.com/media/DXE7J1PVMAIaBBn.jpg","https://t.co/lodMogu86d","https://twitter.com/RepBetoORourke/status/968620441085644800/photo/1",NA,"x21039814 3110961192","Baylor LindaLlivings","en","","","","","","","","","","",NA,NA,""
"x968618241865207808","2018-02-27 22:45:59","x1134292500","RepBetoORourke","Grateful to work with @DAVHQ to expand access to mental health care and reduce veteran suicide. https://t.co/Z2eW3eHAii","Twitter for iPhone","","","",FALSE,FALSE,63,17,"",NA,"youtube.com/watch?v=Nz4IXG…","https://t.co/Z2eW3eHAii","https://www.youtube.com/watch?v=Nz4IXGZAOY0&feature=youtu.be","","","","","","","",NA,"x22139417","DAVHQ","en","","","","","","","","","","",NA,NA,""
"x968611793294839814","2018-02-27 22:20:22","x1134292500","RepBetoORourke","Couldn’t have been more impressed by this group of young people from @TexasTech student government — great questions and conversation about campus safety, mental health, college affordability, and more. Our future is so bright. https://t.co/10dRGmfpxg","Twitter for iPhone","","","",FALSE,FALSE,182,24,"",NA,"","","","http://pbs.twimg.com/media/DXEzSiVWAAAUx5W.jpg","https://t.co/10dRGmfpxg","https://twitter.com/RepBetoORourke/status/968611793294839814/photo/1","photo","http://pbs.twimg.com/media/DXEzSiVWAAAUx5W.jpg","https://t.co/10dRGmfpxg","https://twitter.com/RepBetoORourke/status/968611793294839814/photo/1",NA,"x14125882","TexasTech","en","","","","","","","","","","",NA,NA,""
"x968594290904633345","2018-02-27 21:10:49","x1134292500","RepBetoORourke","Proud to receive a 100% rating from @LCVoters — I’ll always work to protect the water we drink, the air we breathe, and the communities we cherish. https://t.co/Ttiw1dGq1b","Twitter for iPhone","","","",FALSE,FALSE,172,66,"",NA,"scorecard.lcv.org","https://t.co/Ttiw1dGq1b","http://scorecard.lcv.org","","","","","","","",NA,"x20517132","LCVoters","en","","","","","","","","","","",NA,NA,""
